"Stop ID","Stop Name","X","Y","Sign","Aligned","Bike Rack","Lighting","Shelter","Shelter Type","Bench","Bench Type","Surface","Divider","Landing Pad","Cross","Running","SW Width","SW Cond","Manhole","Utility Pole","Electrical Box","Foliage","Other","Passageway","Amen 1","Amen 2","Amen 3","Amen 4","Amen 5","Amen 6","Amen 7","Amen 8","Amen 9","Amen 10","ADA 1","ADA 2","ADA 3","ADA 4","ADA 5","ADA 6","ADA 7","ADA 8","ADA 9","ADA 10","ADA 11","ADA 12","ADA 13","GoRaleigh","GoTriangle","Wolfline","GoCary","GoDurham","Other","Surveyor","Timetamp"
"8159","Wake Forest Rd at St Albans Dr","35.83007247","null","4","Yes","None","4","4","Slim Shelter","4","Concrete standalone","Concrete Pad","Divider","4","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/05/2022 @ 05:58 am"
"8104","Wake Forest Rd at Navaho Dr","35.827581","null","4","Yes","None","5","4","Slim Shelter","4","Concrete standalone","Concrete Pad","Divider","4","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/05/2022 @ 06:08 am"
"8160","Wake Forest Rd at Navaho Dr","35.82755781","null","4","Yes","None","4","4","Slim Shelter","4","Concrete standalone","Concrete Pad","Divider","4","0","0","3' to 5'","Fair","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/05/2022 @ 06:14 am"
"8161","Wake Forest Rd at Wake Towne Dr","35.82338999","null","4","Yes","None","5","None","None","None","None","","","None","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/05/2022 @ 06:25 am"
"8103","Wake Forest Rd at Wake Towne Dr","35.82261319","null","4","Yes","None","5","5","Full Shelter","5","Concrete standalone","Concrete Pad","Divider","4","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/05/2022 @ 06:31 am"
"8118","Falls of Neuse at Quail Ridge Rd","35.85206736","0","3","Yes","None","4","None","None","4","Concrete standalone","Concrete Pad","No Divider","4","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/06/2022 @ 04:06 am"
"8727","E Millbrook Rd at Professional Ct","35.84989","null","4","Yes","None","5","None","None","None","None","","","None","0","0","3' to 5'","Fair","No","No","No","Yes","No","Greater than 3'","No","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/06/2022 @ 04:12 am"
"8747","E Millbrook Rd at Professional Ct","35.8503","null","4","No","None","4","None","None","None","None","","","None","0","0","3' to 5'","Fair","No","No","No","No","No","Greater than 3'","No","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/06/2022 @ 04:15 am"
"8728","Millbrook Rd at Old Wake Forest Rd","35.84991","null","4","Yes","None","3","None","None","None","None","","","None","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/06/2022 @ 04:20 am"
"8729","E Millbrook Rd at Atlantic Ave","35.84917","null","4","Yes","None","1","None","None","None","None","","","None","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/06/2022 @ 04:27 am"
"8730","E Millbrook Rd at Leafcrest Ct","35.8485","-78.586341644924","2","Yes","None","5","None","None","None","None","","","None","0","0","3' to 5'","Fair","No","No","No","No","No","Greater than 3'","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/06/2022 @ 04:34 am"
"8745","E Millbrook Rd at Leafcrest Ct","35.84883","0","4","Yes","None","4","None","None","None","None","","","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Less than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/06/2022 @ 04:38 am"
"8731","E Millbrook Rd at Departure Dr","35.84805","-78.586341644924","4","Yes","None","3","None","None","None","None","","","None","0","0","3' to 5'","Fair","No","No","No","No","No","Greater than 3'","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/06/2022 @ 04:43 am"
"9406","E Millbrook Rd at Walenda Dr","35.847956","null","3","Yes","None","4","None","None","None","None","","","None","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/06/2022 @ 04:50 am"
"8732","E Millbrook Rd at Hoyle Dr","35.84781","null","4","Yes","None","5","None","None","None","None","","","None","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/06/2022 @ 04:57 am"
"8743","E Millbrook Rd at Hargrove Rd","35.84865","null","4","Yes","None","1","None","None","None","None","","","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Less than 3'","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/06/2022 @ 05:03 am"
"8742","E Millbrook Rd at Green Rd","35.84966","null","4","Yes","None","1","None","None","None","None","","","None","0","0","3' to 5'","Fair","No","No","No","No","No","Greater than 3'","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/06/2022 @ 05:11 am"
"8744","E Millbrook Rd at Departure Dr","35.84821","-78.586341644924","4","Yes","None","5","None","None","None","None","","","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Less than 3'","Yes","No","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/06/2022 @ 05:16 am"
"9572","Old Wake Forest Rd at Oak Forest Dr","35.8654132","-78.581974079853","4","Yes","None","None","None","None","4","Dirt standalone","Located on Dirt","No Divider","None","0","0","3' to 5'","Fair","No","No","No","Yes","No","Greater than 3'","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/06/2022 @ 05:27 am"
"9046","Atlantic Ave at Dixie Forest Rd","35.86286","null","4","Yes","None","3","None","None","None","None","","","None","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/06/2022 @ 05:35 am"
"9047","Spring Forest Rd at Timber Ridge Dr","35.8627025","null","4","Yes","None","1","None","None","None","None","","","None","0","0","3' to 5'","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","Yes","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 07/06/2022 @ 05:45 am"
"9530","Spring Forest Rd at Timber Ridge Dr","35.86288997","null","4","No","None","4","None","None","None","None","","","None","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 07/06/2022 @ 05:47 am"
"9048","Spring Forest Rd at Quail Ridge Rd","35.86433701","null","4","Yes","None","3","None","None","None","None","","","None","0","0","5' or greater","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/06/2022 @ 05:54 am"
"9529","Spring Forest Rd Quail Ridge Rd","35.86447323","-78.604210065727","4","Yes","None","4","None","None","None","None","","","None","0","0","3' to 5'","Good","No","No","No","Yes","No","Greater than 3'","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/06/2022 @ 05:59 am"
"9049","Spring Forest Rd at Millbrook Exchange Park","35.86647346","null","4","Yes","None","4","None","None","None","None","","","None","0","0","5' or greater","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 07/06/2022 @ 06:05 am"
"9528","Spring Forest Rd at Sentinel Dr","35.86640928","null","4","Yes","None","4","None","None","None","None","","","None","0","0","3' to 5'","Fair","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 07/06/2022 @ 06:08 am"
"9527","Spring Forest Rd at Rainwater Rd","35.86814884","null","4","Yes","None","5","None","None","None","None","","","None","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 07/06/2022 @ 06:19 am"
"9531","Atlantic Ave at Spring Forest Rd","35.8620179","-78.586341644924","4","Yes","None","5","None","None","None","None","","","None","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/06/2022 @ 06:28 am"
"8741","E Millbrook Rd at Falls of Neuse Rd","35.85034","-78.364167767319","4","Yes","None","4","None","None","None","None","","","None","0","0","3' to 5'","Fair","No","No","No","No","No","Greater than 3'","Yes","Yes","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/06/2022 @ 03:51 pm"
"8832","Maywood Ave at Summit Ave","35.760867","-78.652677679574","4","Yes","None","4","None","None","None","None","","","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Less than 3'","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 07/07/2022 @ 03:44 am"
"8831","Maywood Ave at S Saunders St","35.7608347","-78.652677679574","4","Yes","None","2","None","None","None","None","","","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Less than 3'","Yes","Yes","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 07/07/2022 @ 03:48 am"
"9397","S Saunders St at Maywood Ave","35.76096","-78.652677679574","4","Yes","None","4","None","None","None","None","","","None","0","0","3' to 5'","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/07/2022 @ 03:51 am"
"8835","Lake Wheeler Rd at Goode St","35.76285854","-78.652677679574","4","Yes","None","5","4","Slim Shelter","4","Concrete standalone","Concrete Pad","Divider","4","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 07/07/2022 @ 03:57 am"
"8839","Maywood Ave at Green St","35.760895","-78.652677679574","4","No","None","5","None","None","None","None","","","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","Yes","No","No","No","Less than 3'","Yes","Yes","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 07/07/2022 @ 04:05 am"
"8830","Maywood Ave at Caraleigh Park","35.76089015","null","4","No","None","4","None","None","None","None","","","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Less than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 07/07/2022 @ 04:07 am"
"8829","Fayetteville St at Prospect St","35.763033","-78.652677679574","4","Yes","None","5","None","None","4","Dirt standalone","Located on Dirt","No Divider","None","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 07/07/2022 @ 04:11 am"
"8821","City Farm Rd at Wilmington St","35.759103","null","4","Yes","None","1","None","None","None","None","","","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Less than 3'","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 07/07/2022 @ 04:16 am"
"8820","Blount St at City Farm Rd","35.75996877","null","4","Yes","None","4","None","None","None","None","","","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Less than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 07/07/2022 @ 04:20 am"
"8419","S Saunders St at Penmarc Dr","35.7578","null","4","Yes","None","3","None","None","4","Dirt standalone","Located on Dirt","No Divider","None","0","0","3' to 5'","Fair","No","No","No","No","No","Less than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/07/2022 @ 04:29 am"
"8420","S Saunders St at Maywod Ave","35.76064","null","4","Yes","None","1","None","None","4","Dirt standalone","Located on Dirt","No Divider","None","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/07/2022 @ 04:33 am"
"8399","S Saunders St at Gilbert Ave","35.75964","null","4","Yes","None","4","None","None","None","None","","","None","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","No","Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/07/2022 @ 04:43 am"
"8400","S Saunders St at Hubert St","35.75759","null","4","Yes","None","3","None","None","3","Dirt standalone","Located on Dirt","No Divider","None","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 07/07/2022 @ 04:47 am"
"9745","S Wilmington St at Ileagnes St","35.74487788","null","4","No","None","4","None","None","None","None","","","None","0","0","3' to 5'","Good","No","No","No","Yes","No","Greater than 3'","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 07/07/2022 @ 05:09 am"
"9365","Rush St at S Wilmington St","35.74392393","null","4","Yes","None","2","None","None","None","None","","","None","0","0","3' to 5'","Fair","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/07/2022 @ 05:13 am"
"9345","Rush St at Hammond Rd","35.74356617","null","4","Yes","None","4","None","None","None","None","","","None","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/07/2022 @ 05:16 am"
"9746","Wilmington at Rush IB","35.74486476","-78.657069886708","4","Yes","None","4","None","None","None","None","","","None","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/07/2022 @ 05:19 am"
"9366","Pecan Rd at S Saunders St","35.74877703","-78.657069886708","4","Yes","None","5","4","Slim Shelter","4","Concrete standalone","Concrete Pad","Divider","4","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/07/2022 @ 05:29 am"
"9367","Carolina Pine Ave at S Saunders St","35.74897291","-78.657069886708","4","Yes","None","3","None","None","4","Concrete standalone","Concrete Pad","Divider","4","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Less than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/07/2022 @ 05:38 am"
"9368","Carolina Pines Ave at Marble St","35.74766","null","4","Yes","None","5","None","None","None","None","","","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Less than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/07/2022 @ 05:45 am"
"9758","Carolina Pines Ave at Marble St","35.74759457","null","4","No","None","5","None","None","None","None","","","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Less than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/07/2022 @ 05:48 am"
"9656","Pecan Rd at S Wilmington St","35.74832706","null","3","Yes","None","5","4","Full Shelter","4","Concrete standalone","Concrete Pad","Divider","4","0","0","3' to 5'","Fair","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/07/2022 @ 05:56 am"
"9657","Pecan Rd at Wilmington St","","null","4","Yes","None","3","4","Full Shelter","4","Concrete standalone","Concrete Pad","Divider","4","0","0","3' to 5'","Fair","No","No","No","Yes","No","Greater than 3'","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/07/2022 @ 05:59 am"
"8810","8810","1","-78.364167767319","4","Yes","None","4","None","None","None","None","","","None","0","0","3' to 5'","Fair","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/07/2022 @ 08:23 pm"
"8877","Hadley Dr at Gilliam Ln","35.75055723","-78.599299701933","4","Yes","None","5","None","None","None","None","","","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","Yes","No","No","No","Less than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/08/2022 @ 02:45 am"
"8312","Dandridge Dr at Newcombe Rd","35.74945662","-78.599299701933","4","Yes","None","4","None","None","4","Concrete standalone","Concrete Pad","No Divider","4","0","0","3' to 5'","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","Yes","No","Greater than 3'","No","Yes","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/08/2022 @ 02:50 am"
"9163","Newcombe Rd at Fitzgerald Dr","35.750227","-78.63486918959","4","Yes","None","4","None","None","None","None","","","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","Yes","No","No","No","Less than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/08/2022 @ 02:54 am"
"9162","Newcombe Rd at Biltmore Ct","35.751191","-78.63486918959","4","Yes","None","4","None","None","None","None","","","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Less than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/08/2022 @ 02:57 am"
"9161","Garner Rd at Warehouse Dr","35.752092","-78.63486918959","4","Yes","None","4","4","Slim Shelter","4","Concrete standalone","Concrete Pad","Divider","4","0","0","3' to 5'","Fair","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 07/08/2022 @ 03:02 am"
"8425","Garner Rd at Warehouse Dr (NB)","35.752174","-78.63486918959","4","Yes","None","5","4","Slim Shelter","4","Concrete standalone","Concrete Pad","No Divider","4","0","0","3' to 5'","Good","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 07/08/2022 @ 03:05 am"
"9160","Garner Rd at Bailey Dr","35.754717","-78.63486918959","4","Yes","None","5","None","None","None","None","","","None","0","0","3' to 5'","Fair","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 07/08/2022 @ 03:10 am"
"8426","Garner Rd at Bailey Dr (NB)","35.755931","-78.63486918959","4","Yes","None","5","4","Slim Shelter","4","Concrete standalone","Concrete Pad","No Divider","4","0","0","3' to 5'","Fair","No","No","No","Yes","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 07/08/2022 @ 03:16 am"
"8870","Garner Rd at Peterson St (Greenway)","35.759546","-78.63486918959","4","Yes","None","None","None","None","None","None","","","None","0","0","3' to 5'","Fair","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 07/08/2022 @ 03:18 am"
"8427","Garner Rd at Peterson St (NB)","35.760299","-78.63486918959","4","Yes","None","4","None","None","None","None","","","None","0","0","3' to 5'","Fair","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 07/08/2022 @ 03:22 am"
"8313","Garner Rd at McMakin St","35.76423495","-78.63047195465","4","Yes","None","4","None","None","None","None","","","None","0","0","3' to 5'","Fair","No","No","No","No","No","Greater than 3'","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 07/08/2022 @ 03:27 am"
"8317","Garner Rd at Hoke St","35.762627","-78.63047195465","4","Yes","None","5","None","None","None","None","","","None","0","0","3' to 5'","Fair","No","No","No","Yes","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Brandon Quintana "," 07/08/2022 @ 03:33 am"
"8867","Peterson St at Carnage Dr","35.760456","-78.63047195465","4","Yes","None","4","None","None","None","None","","","None","0","0","3' to 5'","Fair","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/08/2022 @ 03:38 am"
"8933","S State St at Darby St","35.75732","-78.63047195465","4","Yes","None","5","None","None","None","None","","","None","0","0","3' to 5'","Fair","No","No","No","No","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/08/2022 @ 03:42 am"
"8878","S State St at Bunche Dr","35.752976","-78.63047195465","4","Yes","None","4","None","None","None","None","","","None","0","0","3' to 5'","Fair","No","No","No","Yes","No","Greater than 3'","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/08/2022 @ 03:45 am"
"9725","1322 Cross Link Rd","35.74955635","-78.612668492473","4","Yes","None","5","None","None","None","None","","","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","Yes","No","No","No","Less than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/08/2022 @ 03:50 am"
"8311","Dandridge Dr at Elkhart Dr","35.74770203","-78.63486918959","4","Yes","None","5","None","None","None","None","","","None","0","0","No sidewalk","Poor Sidewalk Condition (cracking, vaulting, level change, surface, distress)","No","No","No","No","No","Less than 3'","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Brandon Quintana "," 07/08/2022 @ 03:58 am"
