Stop ID,Stop Name,Y Coordinate,X Coordinate,Sign Present,Sign Rating,Sign Correctly Aligned,Shelter Present,Shelter Rating,Shelter Type, Shelter Price ,Bench Present,Bench Rating,Bench Type,Surface Under Bench,Bench Divider Divider Present, Bench Price ,Trash Can Present,Trash Can Rating,Trash Can Type, Trashcan Price ,Bike Rack Present,Bike Rack Rating,Lighting Present,Lighting Rating,Landing Pad Present,Landing Pad Rating,Landing Pad Cross Slope,Landing Pad Running,Sidewalk Present,Sidewalk Width,Sidewalk Condition,Manhole,Utility Pole,Electrical Box,Foliage,Other,Passageway,Traffic Signal,Posted Speed Limit,Designated Bus Zone,Painted Curbs,No Parking Signs,Flashing Lights,Other signs and Controls,Curb Ramp,Cross Walk,PedestrianÂ Signal,>2.08% Cross Slope,>5.0% Running Slope,"Clear floor area < 30"" by 48""","<36"" maintained around the shelter",No Wheelchair Access,"Seat Depth: < 20"" or > 24"" length","Seat Height: < 17"" or > 19"" from ground",Signs - GoRaleigh,Signs - GoTriangle,Signs - Wolfline,Signs - GoCary,Signs - GoDurham,Signs - Other,Timetamp
8094,Whitaker Mill Rd at Pershing Rd,-78.62925421,35.80691467,Yes,4,Yes,No ,N/A,N/A, $ -   ,Yes,1,Concrete standalone,Concrete Pad,No Divider," $ 1,323.00 ",Yes,4,Pole-mounted, $ 424.00 ,No ,N/A,Yes,4,No ,N/A,0,0,Yes,5' or greater,Poor  ,No,No,No,No,No,>3',No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No, 06/16/2022 @ 02:23 pm
8101,Wake Forest Rd at Six Forks Rd,-78.62402,35.819435,Yes,4,Yes,Yes,5,Slim Shelter," $ 4,150.00 ",Yes,5,Slim Shelter,Concrete Pad,No Divider, $ -   ,Yes,5,Concrete, $ 800.00 ,No ,N/A,Yes,1,Yes,5,0,0,Yes,5' or greater,Good,No,No,No,No,No,>3',Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 06/15/2022 @ 11:21 am
8103,Wake Forest Rd at Wake Towne Dr,-78.62256075,35.82261319,Yes,4,Yes,Yes,5,Full Shelter," $ 4,675.00 ",Yes,5,Full Shelter,Concrete Pad,Divider, $ -   ,Yes,5,Concrete, $ 800.00 ,No ,N/A,Yes,5,Yes,4,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 07/05/2022 @ 06:31 am
8104,Wake Forest Rd at Navaho Dr,-78.620088,35.827581,Yes,4,Yes,Yes,4,Slim Shelter," $ 4,150.00 ",Yes,4,Slim Shelter,Concrete Pad,Divider, $ -   ,Yes,4,Concrete, $ 800.00 ,No ,N/A,Yes,5,Yes,4,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 07/05/2022 @ 06:08 am
8108,Wake Forest Rd at Dresser Ct,-78.61747666,35.83241912,Yes,2,Yes,Yes,5,Other," $ 5,419.00 ",Yes,4,Concrete standalone,Concrete Pad,No Divider," $ 1,323.00 ",Yes,4,Concrete, $ 800.00 ,No ,N/A,Yes,5,Yes,4,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 07/05/2022 @ 05:45 am
8118,Falls of Neuse at Quail Ridge Rd,-78.61431578,35.85206736,Yes,4,Yes,No ,N/A,N/A, $ -   ,Yes,4,Concrete standalone,Concrete Pad,No Divider," $ 1,323.00 ",Yes,4,Pole-mounted, $ 424.00 ,No ,N/A,Yes,4,Yes,4,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 07/06/2022 @ 04:06 am
8119,Blue Ridge Rd at Westchase Blvd,-78.70748825,35.80135519,Yes,5,Yes,Yes,5,Slim Shelter," $ 4,150.00 ",Yes,5,Slim Shelter,Concrete Pad,Divider, $ -   ,Yes,5,Concrete, $ 800.00 ,No ,N/A,Yes,1,Yes,5,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No, 07/01/2022 @ 07:00 am
8120,Blue Ridge Rd at Westchase Blvd,-78.70722926,35.80111131,Yes,5,Yes,Yes,5,Full Shelter," $ 4,675.00 ",Yes,5,Full Shelter,Concrete Pad,Divider, $ -   ,Yes,5,Concrete, $ 800.00 ,No ,N/A,No ,N/A,Yes,5,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No, 07/01/2022 @ 06:32 am
8126,Carlos Dr at Falls of the Neuse Rd,-78.61905232,35.86464167,Yes,4,Yes,Yes,4,Slim Shelter," $ 4,150.00 ",Yes,3,Slim Shelter,Concrete Pad,No Divider, $ -   ,Yes,4,Concrete, $ 800.00 ,No ,N/A,Yes,1,Yes,4,0,0,Yes,3' to 5',Poor  ,No,No,No,No,No,>3',No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 06/14/2022 @ 02:15 pm
8423,Garner Rd at Hilltop Dr (NB),-78.63081932,35.74153317,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,4,Yes,4,0,0,Yes,3' to 5',Fair,No,No,No,Yes,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 06/27/2022 @ 06:26 am
8424,Garner Rd at Raleigh View Rd (NB),-78.63137,35.746002,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,4,No ,N/A,0,0,Yes,3' to 5',Fair,No,No,No,Yes,No,<3',No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 06/27/2022 @ 06:34 am
8127,Falls of Neuse Rd at Springfield Commons Dr,-78.62057302,35.86714249,Yes,4,Yes,Yes,5,Full Shelter," $ 4,675.00 ",Yes,5,Full Shelter,Concrete Pad,No Divider, $ -   ,Yes,3,Concrete, $ 800.00 ,No ,N/A,Yes,1,Yes,5,0,0,Yes,5' or greater,Good,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 06/14/2022 @ 03:20 pm
8137,Mutual Ct at Strickland Rd,-78.62843322,35.89265796,Yes,2,Yes,Yes,5,Full Shelter," $ 4,675.00 ",Yes,5,Full Shelter,Concrete Pad,Divider, $ -   ,Yes,5,Concrete, $ 800.00 ,No ,N/A,No ,N/A,Yes,5,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 07/24/2022 @ 04:46 am
8427,Garner Rd at Peterson St (NB),-78.631345,35.760299,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,4,No ,N/A,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 07/08/2022 @ 03:22 am
8428,Timber Dr at White Oak Rd,-78.592101,35.687731,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,5,Yes,5,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 06/30/2022 @ 05:09 am
8429,New Bern Ave at New Hope Rd,-78.562237,35.798305,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,No ,N/A,Yes,5,0,0,Yes,3' to 5',Excellent,No,No,No,Yes,No,>3',Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 06/22/2022 @ 11:24 am
8430,New Bern Ave at Kings Pkwy,-78.553633,35.796273,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,No ,N/A,Yes,5,0,0,No  ,N/A,N/A,No,No,No,No,No,>3',No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No, 06/22/2022 @ 11:34 am
8143,Falls of Neuse Rd at Hunting Ridge Rd,-78.62297426,35.87425286,Yes,4,Yes,Yes,4,Slim Shelter," $ 4,150.00 ",Yes,4,Slim Shelter,Concrete Pad,Divider, $ -   ,Yes,4,Concrete, $ 800.00 ,No ,N/A,Yes,5,Yes,4,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 07/04/2022 @ 05:55 am
8418,Stop 8418,-78.36416777,35.780293,Yes,4,Yes,No ,N/A,N/A, $ -   ,Yes,4,Concrete standalone,Concrete Pad,No Divider," $ 1,323.00 ",Yes,4,Pole-mounted, $ 424.00 ,No ,N/A,Yes,4,Yes,4,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No, 07/08/2022 @ 03:10 pm
8145,Falls of Neuse Rd at Ridgefield Dr,-78.62064668,35.86598382,Yes,4,Yes,Yes,5,Slim Shelter," $ 4,150.00 ",Yes,5,Slim Shelter,Concrete Pad,No Divider, $ -   ,Yes,5,Concrete, $ 800.00 ,No ,N/A,Yes,1,Yes,4,0,0,Yes,5' or greater,Good,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 06/14/2022 @ 02:43 pm
8150,Blue Ridge Rd at Crimson Cross Ct,-78.70352883,35.78782081,Yes,5,Yes,Yes,5,Slim Shelter," $ 4,150.00 ",Yes,5,Slim Shelter,Concrete Pad,Divider, $ -   ,Yes,5,Concrete, $ 800.00 ,No ,N/A,Yes,1,Yes,5,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No, 07/01/2022 @ 08:38 am
8436,St Mary's St at North St,-78.65062269,35.78518235,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 06/28/2022 @ 09:18 am
8437,St Mary's St at Peace St,-78.65106,35.78911,Yes,3,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,5,No ,N/A,0,0,Yes,3' to 5',Poor  ,No,Yes,No,No,No,>3',Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 06/27/2022 @ 05:48 am
8438,St Mary's St at Clay St,-78.65196,35.791636,Yes,5,No,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 06/28/2022 @ 06:39 am
8154,Wake Forest Rd at Old Wake Forest Rd,-78.61195278,35.84117532,Yes,4,Yes,Yes,4,Slim Shelter," $ 4,150.00 ",Yes,4,Slim Shelter,Concrete Pad,Divider, $ -   ,Yes,4,Concrete, $ 800.00 ,No ,N/A,Yes,5,Yes,4,0,0,Yes,3' to 5',Fair,No,No,No,No,No,>3',Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 07/05/2022 @ 04:47 am
8440,St Mary's St at Wade Ave,-78.65264868,35.79709829,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 06/29/2022 @ 11:59 am
8441,St Mary's St at Williamson Dr,-78.65289988,35.79857645,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,No ,N/A,No ,N/A,0,0,Yes,3' to 5',Fair,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 06/29/2022 @ 12:28 pm
8442,St Mary's St at Iredell Dr,-78.653521,35.801654,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Poor  ,Yes,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 06/29/2022 @ 12:49 pm
8156,Wake Forest Rd at Hardimont Rd,-78.61313495,35.83755728,Yes,4,Yes,Yes,4,Slim Shelter," $ 4,150.00 ",Yes,4,Slim Shelter,Concrete Pad,Divider, $ -   ,Yes,4,Concrete, $ 800.00 ,No ,N/A,Yes,3,Yes,4,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 07/05/2022 @ 05:10 am
8444,St Mary's St at Stone St,-78.65421129,35.80635135,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,No ,N/A,No ,N/A,0,0,Yes,3' to 5',Fair,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 06/29/2022 @ 01:27 pm
8445,St Mary's St at Fairview Rd,-78.65367,35.80881,Yes,2,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,No ,N/A,No ,N/A,0,0,Yes,3' to 5',Poor  ,No,No,No,No,No,>3',Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No, 06/21/2022 @ 12:18 pm
8157,Wake Forest Rd at Colby Dr,-78.61454,35.83584,Yes,5,Yes,Yes,4,Slim Shelter," $ 4,150.00 ",Yes,4,Slim Shelter,Concrete Pad,No Divider, $ -   ,Yes,4,Concrete, $ 800.00 ,No ,N/A,Yes,5,Yes,4,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No, 07/05/2022 @ 05:38 am
8447,Lassiter Mill Rd at Millstream Pl,-78.64947999,35.82482928,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,4,No ,N/A,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 07/13/2022 @ 04:30 am
8448,Knightdale Blvd at Parkside Commons Dr,-78.49564,35.798552,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,5,Yes,5,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 07/27/2022 @ 03:18 am
8159,Wake Forest Rd at St Albans Dr,-78.61913754,35.83007247,Yes,3,Yes,Yes,4,Slim Shelter," $ 4,150.00 ",Yes,4,Slim Shelter,Concrete Pad,Divider, $ -   ,Yes,4,Concrete, $ 800.00 ,No ,N/A,Yes,4,Yes,4,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 07/05/2022 @ 05:58 am
8160,Wake Forest Rd at Navaho Dr,-78.62039513,35.82755781,Yes,4,Yes,Yes,4,Slim Shelter," $ 4,150.00 ",Yes,4,Slim Shelter,Concrete Pad,Divider, $ -   ,Yes,3,Pole-mounted, $ 424.00 ,No ,N/A,Yes,4,Yes,4,0,0,Yes,3' to 5',Fair,No,No,No,No,No,>3',Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 07/05/2022 @ 06:14 am
8451,Six Forks Rd at Rowan St,-78.64318,35.84275,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,5' or greater,Poor  ,No,No,No,No,No,>3',Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 06/15/2022 @ 07:10 am
8432,Knightdale Blvd at Hodge Rd (EB),-78.519676,35.795132,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,No ,N/A,Yes,5,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 06/28/2022 @ 11:06 am
8453,Six Forks Rd at North Glenn Dr,-78.64411984,35.84831359,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,4,No ,N/A,0,0,Yes,3' to 5',Fair,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 07/13/2022 @ 04:09 am
8455,W Millbrook Rd at Six Forks Rd,-78.64218,35.85633,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,Yes,4,Pole-mounted, $ 424.00 ,No ,N/A,Yes,1,Yes,1,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 06/16/2022 @ 06:36 am
8457,W Millbrook Rd at Snelling Rd,-78.64557,35.85636,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,4,No ,N/A,0,0,Yes,3' to 5',Good,No,No,No,Yes,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 07/13/2022 @ 03:45 am
8172,E Whitaker Mill Rd at McCarthy St,-78.64148301,35.80558242,Yes,5,Yes,No ,N/A,N/A, $ -   ,Yes,2,Concrete standalone,Concrete Pad,No Divider," $ 1,323.00 ",No ,N/A,N/A, $ -   ,No ,N/A,Yes,3,No ,N/A,0,0,Yes,3' to 5',Good,No,Yes,No,No,No,<3',No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 06/20/2022 @ 08:13 am
8459,McKnight Dr at Electric Ave (EB),-78.488167,35.793751,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,Yes,5,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 06/28/2022 @ 08:49 am
8460,Main St at 2nd Ave (EB),-78.480633,35.78969,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,Yes,1,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 06/28/2022 @ 06:53 am
8462,N 1st Ave at Knightdale Station Run (NB),-78.47553355,35.79637387,Yes,5,No,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,Yes,5,0,0,Yes,5' or greater,Excellent,No,No,No,Yes,No,>3',No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 06/28/2022 @ 07:06 am
8464,Knightdale Blvd at Forest Dr,-78.477981,35.799042,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,No ,N/A,Yes,5,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 06/28/2022 @ 08:05 am
8466,N Smithfield Rd at Steeple Square Ct,-78.486348,35.802616,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 06/28/2022 @ 08:15 am
8467,Forestville Rd at N Smithfield Rd,-78.483998,35.808677,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,5,Yes,5,0,0,Yes,3' to 5',Poor  ,No,No,No,No,No,>3',Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 07/01/2022 @ 09:55 am
8468,Forestville Rd at Pebblebrook Dr,-78.478552,35.805641,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,No ,N/A,Yes,5,0,0,Yes,3' to 5',Excellent,No,No,No,Yes,No,>3',No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No, 07/01/2022 @ 10:06 am
8469,Old Knight Rd at Forestville Rd,-78.473637,35.80386439,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,No ,N/A,Yes,5,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 06/28/2022 @ 07:35 am
8470,Six Forks Rd at Loft Ln,-78.63963165,35.85901588,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,No ,N/A,No ,N/A,0,0,Yes,5' or greater,Good,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No, 06/16/2022 @ 11:36 am
8174,Glenwood Ave at Glen Ave,-78.64599849,35.80324886,Yes,5,Yes,Yes,5,Slim Shelter," $ 4,150.00 ",Yes,5,Slim Shelter,Concrete Pad,Divider, $ -   ,Yes,5,Concrete, $ 800.00 ,No ,N/A,Yes,1,Yes,5,0,0,Yes,5' or greater,Excellent,No,No,No,No,No,>3',No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 06/20/2022 @ 08:49 am
8472,Six Forks Rd at Snelling Rd,-78.64242902,35.85407433,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,3,No ,N/A,0,0,Yes,5' or greater,Good,No,No,No,No,No,>3',Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No, 06/16/2022 @ 10:33 am
8175,Glenwood Ave at Harvey St,-78.6461567,35.80094527,Yes,5,Yes,Yes,4,Other," $ 5,419.00 ",Yes,5,Concrete standalone,Concrete Pad,No Divider," $ 1,323.00 ",Yes,5,Pole-mounted, $ 424.00 ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Poor  ,No,No,No,No,No,>3',Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 06/20/2022 @ 09:45 am
8474,Six Forks Rd at Cranbrook Rd,-78.64431999,35.84826575,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,5,No ,N/A,0,0,Yes,3' to 5',Excellent,No,Yes,No,No,Yes,>3',No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 07/13/2022 @ 04:12 am
8180,Glenwood Ave at W Johnson St,-78.64732541,35.78696364,Yes,5,Yes,Yes,5,Slim Shelter," $ 4,150.00 ",Yes,5,Slim Shelter,Concrete Pad,Divider, $ -   ,Yes,4,Pole-mounted, $ 424.00 ,No ,N/A,Yes,4,Yes,2,0,0,Yes,3' to 5',Poor  ,No,No,Yes,Yes,No,>3',Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 06/27/2022 @ 08:18 am
8476,Old Knight Rd at Knightdale Blvd,-78.474512,35.800453,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,No ,N/A,No ,N/A,0,0,No  ,N/A,N/A,Yes,No,No,Yes,No,<3',No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No, 06/28/2022 @ 07:51 am
