Stop ID,Stop Name,Y Coordinate,X Coordinate,Sign Present,Sign Rating,Sign Correctly Aligned,Shelter Present,Shelter Rating,Shelter Type, Shelter Price ,Bench Present,Bench Rating,Bench Type,Surface Under Bench,Bench Divider Divider Present, Bench Price ,Trash Can Present,Trash Can Rating,Trash Can Type, Trashcan Price ,Bike Rack Present,Bike Rack Rating,Lighting Present,Lighting Rating,Landing Pad Present,Landing Pad Rating,Landing Pad Cross Slope,Landing Pad Running,Sidewalk Present,Sidewalk Width,Sidewalk Condition,Manhole,Utility Pole,Electrical Box,Foliage,Other,Passageway,Traffic Signal,Posted Speed Limit,Designated Bus Zone,Painted Curbs,No Parking Signs,Flashing Lights,Other signs and Controls,Curb Ramp,Cross Walk,PedestrianÂ Signal,>2.08% Cross Slope,>5.0% Running Slope,"Clear floor area < 30"" by 48""","<36"" maintained around the shelter",No Wheelchair Access,"Seat Depth: < 20"" or > 24"" length","Seat Height: < 17"" or > 19"" from ground",Signs - GoRaleigh,Signs - GoTriangle,Signs - Wolfline,Signs - GoCary,Signs - GoDurham,Signs - Other,Timetamp
9354,Cross Link Rd at Platinum Ave,-78.61708101,35.75123891,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,5,No ,N/A,0,0,No  ,N/A,N/A,No,No,No,No,No,<3',No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No, 06/16/2022 @ 07:33 am
9290,Poole Rd at Rawls Dr,-78.5874,35.772465,Yes,5,Yes,Yes,5,Slim Shelter," $ 4,150.00 ",Yes,5,Slim Shelter,Concrete Pad,No Divider, $ -   ,Yes,5,Concrete, $ 800.00 ,No ,N/A,Yes,4,Yes,5,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No, 06/23/2022 @ 06:15 am
9357,1525 Cross Link Rd,-78.61609326,35.75297831,Yes,5,No,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Good,No,Yes,No,No,No,>3',No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 06/16/2022 @ 07:20 am
9294,Poole Rd at Donald Ross Dr,-78.59264132,35.77211753,Yes,5,Yes,Yes,5,Slim Shelter," $ 4,150.00 ",Yes,5,Slim Shelter,Concrete Pad,No Divider, $ -   ,Yes,5,Concrete, $ 800.00 ,No ,N/A,Yes,4,Yes,5,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No, 06/23/2022 @ 05:59 am
9302,Bellwood Ave at Clark Ave,-78.65604476,35.78924627,Yes,4,Yes,No ,N/A,N/A, $ -   ,Yes,4,Concrete standalone,Concrete Pad,No Divider," $ 1,323.00 ",Yes,5,Pole-mounted, $ 424.00 ,No ,N/A,No ,N/A,Yes,3,0,0,Yes,3' to 5',Poor  ,No,No,No,Yes,No,>3',Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 06/28/2022 @ 08:08 am
9360,Cross Link Rd at Seabrook Rd,-78.62401746,35.74220234,Yes,2,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,3,Yes,5,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 07/08/2022 @ 04:28 am
9361,Rush St at Disco Ln,-78.63404919,35.74130804,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,4,No ,N/A,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 07/12/2022 @ 05:05 am
9362,Cross Link Rd at Garner Rd,-78.63012697,35.74046436,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,Yes,4,Pole-mounted, $ 424.00 ,No ,N/A,Yes,4,No ,N/A,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 07/12/2022 @ 05:13 am
9364,Rush St at Sheldon Dr,-78.63633032,35.74170963,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,5,No ,N/A,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 07/12/2022 @ 05:00 am
9365,Rush St at S Wilmington St,-78.64622409,35.74392393,Yes,2,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,3,No ,N/A,0,0,Yes,3' to 5',Fair,No,No,No,No,No,>3',Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 07/07/2022 @ 05:13 am
9303,Peace St at St Mary's St,-78.65128805,35.78859994,Yes,3,Yes,No ,N/A,N/A, $ -   ,Yes,5,Concrete standalone,Concrete Pad,No Divider," $ 1,323.00 ",Yes,5,Concrete, $ 800.00 ,No ,N/A,No ,N/A,Yes,2,0,0,Yes,3' to 5',Fair,No,No,Yes,No,No,>3',Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No, 06/28/2022 @ 07:42 am
9306,Poole Rd at Coke St,-78.61162679,35.77689523,Yes,4,Yes,Yes,4,Slim Shelter," $ 4,150.00 ",Yes,4,Slim Shelter,Concrete Pad,No Divider, $ -   ,Yes,4,Concrete, $ 800.00 ,No ,N/A,Yes,5,Yes,4,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No, 06/21/2022 @ 05:56 am
9368,Carolina Pines Ave at Marble St,-78.65221,35.74766,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,5,No ,N/A,0,0,No  ,N/A,N/A,No,No,No,Yes,No,<3',No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No, 07/07/2022 @ 05:45 am
9369,Carolina Pines Ave at Springhill Ave,-78.65680054,35.74661005,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,5,No ,N/A,0,0,No  ,N/A,N/A,No,No,No,No,No,<3',No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No, 07/12/2022 @ 04:28 am
9370,Carolina Pines Ave at Sardis Dr,-78.65841401,35.74921846,Yes,2,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,3,No ,N/A,0,0,No  ,N/A,N/A,No,No,No,Yes,No,<3',No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No, 07/12/2022 @ 04:07 am
9376,Lake Wheeler Rd at Henslowe Dr,-78.67174434,35.7492299,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,4,No ,N/A,0,0,Yes,3' to 5',Poor  ,No,No,No,Yes,No,<3',No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No, 07/26/2022 @ 04:31 am
9377,Lake Wheeler Rd at Lineberry Dr,-78.675074,35.747135,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,4,No ,N/A,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 07/26/2022 @ 04:38 am
9380,Glenwood Ave at Fairview Rd,-78.64583077,35.80276012,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,Yes,5,Pole-mounted, $ 424.00 ,No ,N/A,Yes,1,Yes,1,0,0,Yes,3' to 5',Good,No,No,No,Yes,No,>3',No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 06/20/2022 @ 10:26 am
9316,E Lenoir St at Haywood,-78.62839125,35.77264778,Yes,4,Yes,Yes,3,Slim Shelter," $ 4,150.00 ",Yes,4,Slim Shelter,Concrete Pad,No Divider, $ -   ,Yes,4,Concrete, $ 800.00 ,No ,N/A,Yes,4,Yes,5,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 07/14/2022 @ 06:13 am
9384,E Peace St at N Blount St,-78.63616818,35.78779252,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Good,Yes,No,No,No,No,>3',Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 06/22/2022 @ 08:09 am
9388,Edwards Mill Rd at Mill Village Rd,-78.69112299,35.83755289,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Fair,No,No,No,No,No,>3',Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 06/30/2022 @ 06:11 am
9389,Edwards Mill Rd at Laurel Hills Rd,-78.69551175,35.83502033,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,No ,N/A,No ,N/A,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 06/30/2022 @ 06:23 am
9391,Lake Boone Tr at Nancy Ann Dr,-78.697558,35.81542575,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 06/28/2022 @ 07:51 am
9392,Sanderford Rd at Fox Run,-78.61326857,35.74799363,Yes,2,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,Yes,4,Pole-mounted, $ 424.00 ,No ,N/A,Yes,3,No ,N/A,0,0,Yes,3' to 5',Fair,No,No,No,No,Yes,>3',No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 07/14/2022 @ 03:54 am
9393,Poplar St at N Blount St,-78.635269,35.795694,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Good,No,No,No,Yes,No,>3',No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 06/22/2022 @ 06:50 am
9394,Peyton St at Belmont Dr,-78.60435177,35.76472015,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,3,No ,N/A,0,0,No  ,N/A,N/A,No,No,No,No,No,<3',No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No, 06/22/2022 @ 05:36 am
9395,Gorman St at Graduate Ln,-78.69166666,35.77330991,Yes,5,No,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,3,No ,N/A,0,0,Yes,3' to 5',Fair,No,No,No,No,No,>3',Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No, 07/23/2022 @ 03:03 am
9397,S Saunders St at Maywood Ave,-78.64936,35.76096,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,Yes,4,Pole-mounted, $ 424.00 ,No ,N/A,Yes,4,No ,N/A,0,0,Yes,3' to 5',Poor  ,No,No,No,No,No,>3',Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 07/07/2022 @ 03:51 am
9400,Six Forks Rd at Windel Dr,-78.642546,35.85309,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,5,No ,N/A,0,0,Yes,3' to 5',Excellent,No,Yes,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 07/13/2022 @ 03:58 am
9329,Capital Blvd at Spring Forest Rd,-78.58102,35.855748,Yes,3,Yes,Yes,4,Full Shelter," $ 4,675.00 ",Yes,4,Full Shelter,Concrete Pad,Divider, $ -   ,Yes,4,Concrete, $ 800.00 ,No ,N/A,Yes,3,Yes,5,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No, 07/15/2022 @ 04:53 am
9402,Kaplan Dr at Kent Rd,-78.69361163,35.77675499,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,Yes,5,Pole-mounted, $ 424.00 ,No ,N/A,Yes,4,No ,N/A,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 07/23/2022 @ 03:21 am
9403,Kaplan Dr at Hunters Club Dr,-78.69218646,35.77594902,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,4,No ,N/A,0,0,Yes,3' to 5',Excellent,No,No,No,No,No,>3',No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 07/23/2022 @ 03:18 am
9333,Lake Wheeler at Tryon Rd,-78.67938212,35.74395032,Yes,4,Yes,Yes,5,Slim Shelter," $ 4,150.00 ",Yes,5,Slim Shelter,Concrete Pad,Divider, $ -   ,Yes,5,Concrete, $ 800.00 ,No ,N/A,Yes,4,Yes,5,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 07/26/2022 @ 04:55 am
9406,E Millbrook Rd at Walenda Dr,-78.594828,35.847956,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,5,No ,N/A,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 07/06/2022 @ 04:50 am
9407,Method Rd at Woods Pl,-78.69378287,35.79195197,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 07/01/2022 @ 09:15 am
9410,St Mary's St at Williamson Dr,-78.65317,35.79904,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,No ,N/A,No ,N/A,0,0,Yes,3' to 5',Fair,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 06/29/2022 @ 12:35 pm
9343,Carolina Pines Ave at S Saunders St,-78.65001689,35.74882103,Yes,3,Yes,Yes,4,Slim Shelter," $ 4,150.00 ",Yes,4,Slim Shelter,Concrete Pad,Divider, $ -   ,Yes,4,Concrete, $ 800.00 ,No ,N/A,Yes,4,Yes,4,0,0,Yes,3' to 5',Fair,No,No,No,No,No,>3',Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 07/27/2022 @ 05:34 am
9413,Lake Boone Tr at Myron Dr,-78.69321713,35.81582557,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,4,Yes,1,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 06/30/2022 @ 10:19 am
9414,Lake Boone Tr at Rexwood Dr,-78.70144745,35.81559057,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,5,No ,N/A,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 06/28/2022 @ 07:33 am
9415,WakeMed Perimeter Rd at Swinburne St,-78.58703826,35.78285989,Yes,5,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,4,No ,N/A,0,0,Yes,5' or greater,Excellent,No,No,No,No,No,>3',No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 06/24/2022 @ 03:07 am
9416,Halifax St at E Peace St,-78.63853999,35.78838196,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,5,No ,N/A,0,0,Yes,3' to 5',Good,No,Yes,No,No,No,>3',Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 07/20/2022 @ 03:20 am
9417,Halifax St at Oak Chase Ln,-78.63821367,35.79293272,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 06/22/2022 @ 07:24 am
9418,Cedar St at Harp St,-78.63631579,35.79408072,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 06/22/2022 @ 07:17 am
9419,Poplar St at Marshall St,-78.63455,35.795217,Yes,3,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,5,No ,N/A,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 07/28/2022 @ 03:51 am
9420,Poplar St at Mordecai St,-78.633145,35.794667,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 06/22/2022 @ 04:35 am
9344,Pecan Rd at S Saunders St,-78.64798569,35.74863091,Yes,5,Yes,No ,N/A,N/A, $ -   ,Yes,5,Concrete standalone,Concrete Pad,No Divider," $ 1,323.00 ",Yes,5,Pole-mounted, $ 424.00 ,No ,N/A,Yes,4,Yes,5,0,0,Yes,3' to 5',Fair,No,No,No,No,No,>3',Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No, 07/27/2022 @ 11:13 am
9427,Blue Ridge Rd at Crabtree Valley Ave,-78.675409,35.835708,Yes,3,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,5,No ,N/A,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 08/02/2022 @ 04:04 am
9356,Cross Link Rd at Rock Quarry Rd,-78.61358871,35.75448892,Yes,4,Yes,Yes,4,Full Shelter," $ 4,675.00 ",Yes,4,Full Shelter,Concrete Pad,Divider, $ -   ,Yes,4,Pole-mounted, $ 424.00 ,No ,N/A,Yes,3,Yes,4,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 06/16/2022 @ 07:05 am
9431,S State St at Tipton St,-78.624648,35.769883,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,4,No ,N/A,0,0,No  ,N/A,N/A,No,Yes,No,No,No,<3',No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 06/15/2022 @ 07:44 pm
9366,Pecan Rd at S Saunders St,-78.64795361,35.74877703,Yes,4,Yes,Yes,4,Slim Shelter," $ 4,150.00 ",Yes,4,Slim Shelter,Concrete Pad,Divider, $ -   ,Yes,4,Concrete, $ 800.00 ,No ,N/A,Yes,5,Yes,5,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 07/07/2022 @ 05:29 am
9433,Lake Boone Tr at Rexwood Dr,-78.70144559,35.81540302,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,5,No ,N/A,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 06/28/2022 @ 07:35 am
9437,Morgan St at Boylan Ave,-78.64931553,35.77989018,Yes,2,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,5,No ,N/A,0,0,Yes,3' to 5',Poor  ,No,Yes,No,No,No,>3',Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No, 07/20/2022 @ 05:39 am
9440,Glascock St at Delany Dr,-78.616286,35.792424,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,4,Yes,4,0,0,Yes,3' to 5',Good,No,No,No,Yes,No,>3',No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 06/20/2022 @ 08:24 am
9442,Wake Forest Rd at Mimosa St,-78.63259,35.79222,Yes,4,No,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,4,No ,N/A,0,0,Yes,5' or greater,Poor  ,No,No,No,No,Yes,>3',No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No, 06/22/2022 @ 05:12 am
9367,Carolina Pine Ave at S Saunders St,-78.64987986,35.74897291,Yes,4,Yes,No ,N/A,N/A, $ -   ,Yes,4,Concrete standalone,Concrete Pad,Divider," $ 1,323.00 ",Yes,4,Pole-mounted, $ 424.00 ,No ,N/A,Yes,3,Yes,3,0,0,No  ,N/A,N/A,No,No,No,Yes,No,<3',No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 07/07/2022 @ 05:38 am
9444,1839 Capital Blvd,-78.619294,35.804681,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,1,No ,N/A,0,0,No  ,N/A,N/A,No,No,No,No,No,<3',No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No, 06/20/2022 @ 07:26 am
9381,Glascock St at State St,-78.62003611,35.79274593,Yes,4,Yes,No ,N/A,N/A, $ -   ,Yes,4,Concrete standalone,Concrete Pad,Divider," $ 1,323.00 ",Yes,4,Concrete, $ 800.00 ,No ,N/A,Yes,3,Yes,4,0,0,Yes,3' to 5',Good,No,No,No,No,No,>3',No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, 06/20/2022 @ 08:12 am
9448,Barksdale Dr at Raleigh Blvd,-78.607866,35.802517,Yes,4,Yes,No ,N/A,N/A, $ -   ,No ,N/A,N/A,N/A,N/A, $ -   ,No ,N/A,N/A, $ -   ,No ,N/A,Yes,3,No ,N/A,0,0,No  ,N/A,N/A,No,Yes,No,No,No,<3',No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No, 06/20/2022 @ 07:03 am
